Nr,Tweets,bow
18130,"['chyna', 'bandzz', 'doesn', 'value']","[(26, 1), (1761, 1), (1762, 1), (1763, 1)]"
18131,"['hope', 'paper', 'class', 'terry', 'school']","[(165, 1), (174, 1), (223, 1), (2658, 1), (5171, 1)]"
18132,"['moms', 'congress']","[(49, 1), (2851, 1)]"
18133,"['triggered', 'social', 'justice', 'musical', 'youtube']","[(147, 1), (151, 1), (432, 1), (5681, 1), (5682, 1)]"
18134,"['aggie', 'kellan', 'mond']","[(5683, 1), (5684, 1), (5685, 1)]"
18136,"['webinar', 'padlet', 'shop']","[(116, 1), (485, 1), (486, 1)]"
18137,"['post', 'notifications', 'streaming', 'media', 'platforms', 'song', 'dumb', 'shii', 'lyricist']","[(98, 1), (491, 1), (1111, 1), (1774, 1), (3560, 1), (4343, 1), (5686, 1), (5687, 1), (5688, 1)]"
18138,['giveon'],"[(5689, 1)]"
18139,"['conser', 'vative', 'morning']","[(224, 1), (5690, 1), (5691, 1)]"
18140,"['moms', 'congress']","[(49, 1), (2851, 1)]"
18141,"['tashhhhh', 'birthday']","[(44, 1), (5601, 1)]"
18142,"['free', 'testing', 'site']","[(343, 1), (1023, 1), (4391, 1)]"
18143,"['tanneedyson', 'lightweight']","[(5647, 1), (5648, 1)]"
18145,"['vinonstrosgal', 'extraction']","[(5649, 1), (5650, 1)]"
18146,"['mcdonalds', 'morning']","[(224, 1), (4884, 1)]"
18148,['twitter'],"[(27, 1)]"
18149,"['mask', 'policy', 'common', 'sense']","[(2048, 1), (2670, 1), (2671, 1), (3500, 1)]"
18151,"['funny', 'laugh']","[(436, 1), (5651, 1)]"
18152,['flame'],"[(169, 1)]"
18153,"['luis', 'welcome']","[(210, 1), (211, 1)]"
18154,['twitter'],"[(27, 1)]"
18155,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
18157,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18158,['pregnan'],"[(5652, 1)]"
18159,"['daddyrambo', 'micah']","[(5054, 1), (5653, 1)]"
18160,"['human', 'landing', 'system', 'contracts', 'nasa', 'awarded']","[(41, 1), (87, 1), (88, 1), (89, 1), (90, 1), (91, 1)]"
18161,"['coronavirus', 'pregnant', 'nurse', 'cardiac', 'arrest']","[(157, 1), (682, 1), (1074, 1), (2058, 1), (3100, 1)]"
18162,"['panel', 'upcoming', 'page', 'divineacid']","[(173, 1), (5242, 1), (5243, 1), (5654, 1)]"
18163,['jonnyco'],"[(228, 1)]"
18164,"['muscle', 'lumberjack']","[(3300, 1), (5692, 1)]"
18165,['glad'],"[(620, 1)]"
18167,"['blue', 'origin', 'fastest', 'sustainable', 'dynetics']","[(279, 1), (1205, 1), (5693, 1), (5694, 1), (5695, 1)]"
18168,"['time', 'continuing']","[(76, 1), (5696, 1)]"
18169,['rent'],"[(928, 1)]"
18170,"['toosie', 'slide']","[(1603, 1), (1604, 1)]"
18171,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
18172,"['dynetics', 'crazy', 'cool', 'plan', 'main']","[(500, 1), (632, 1), (710, 1), (2741, 1), (5693, 1)]"
18174,['smfb'],"[(5697, 1)]"
18177,"['blue', 'origin', 'plan', 'apollo']","[(279, 1), (710, 1), (1205, 1), (4648, 1)]"
18178,['link'],"[(387, 1)]"
18179,['looooooong'],"[(1999, 1)]"
18180,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18181,"['kohscounselors', 'awwww']","[(5698, 1), (5699, 1)]"
18182,"['list', 'restaurants']","[(1392, 1), (2538, 1)]"
18183,"['michelle', 'monje', 'wonderful', 'news', 'michelle']","[(402, 1), (1771, 1), (4762, 2), (5700, 1)]"
18184,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
18186,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
18188,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
18192,['drake'],"[(214, 1)]"
18193,"['sydneylbell', 'bottomless', 'mimosas']","[(61, 1), (5701, 1), (5702, 1)]"
18195,"['lexxx', 'time']","[(76, 1), (1609, 1)]"
18196,"['playa', 'cause']","[(628, 1), (4959, 1)]"
18197,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
18198,['jaidakiss'],"[(5703, 1)]"
18201,"['happy', 'birthday', 'gigi']","[(44, 1), (45, 1), (5548, 1)]"
18202,"['michael', 'jackson', 'standard']","[(356, 1), (429, 1), (5704, 1)]"
18203,['natural'],"[(424, 1)]"
18204,"['toxic', 'trait']","[(1224, 1), (1225, 1)]"
18206,['dotta'],"[(5705, 1)]"
18208,['carti'],"[(203, 1)]"
18209,"['carlos', 'carlos', 'viewing', 'pleasure', 'elcaballo']","[(5706, 2), (5707, 1), (5708, 1), (5709, 1)]"
18210,"['rhotonium', 'standard', 'convention']","[(4923, 1), (5704, 1), (5710, 1)]"
18211,['friday'],"[(258, 1)]"
18212,['girl'],"[(163, 1)]"
18213,"['auto', 'porn', 'bottom', 'piece']","[(72, 1), (2113, 1), (5711, 1), (5712, 1)]"
18214,"['artsoullife', 'lucky', 'daughter']","[(2985, 1), (3995, 1), (5713, 1)]"
18215,"['josie', 'pussycats', 'tomorrow']","[(80, 1), (1663, 1), (1664, 1)]"
18216,"['joyce', 'carol', 'oates', 'writingadvice', 'writingtips']","[(3718, 1), (3719, 1), (3720, 1), (3721, 1), (3722, 1)]"
18217,['brass'],"[(5714, 1)]"
18218,['friday'],"[(258, 1)]"
18219,['flame'],"[(169, 1)]"
18220,['haven'],"[(460, 1)]"
18221,['hous'],"[(5405, 1)]"
18222,['count'],"[(833, 1)]"
18225,"['killbme', 'mesha']","[(5715, 1), (5716, 1)]"
18228,"['ainsleyearhardt', 'happy', 'friday', 'ainsley']","[(45, 1), (258, 1), (5717, 1), (5718, 1)]"
18229,"['eastex', 'freeway', 'southbound', 'collingsworth', 'accident', 'verified']","[(2189, 1), (2744, 1), (2746, 1), (5719, 1), (5720, 1), (5721, 1)]"
18231,['reason'],"[(1132, 1)]"
18233,['friday'],"[(258, 1)]"
18234,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
18235,['friday'],"[(258, 1)]"
18236,"['brew', 'tomball', 'kprc', 'kprc']","[(5665, 1), (5666, 2), (5667, 1)]"
18238,['vessel'],"[(5668, 1)]"
18240,"['chuck', 'cheese']","[(465, 1), (2669, 1)]"
18241,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
18242,"['children', 'actually']","[(4863, 1), (5669, 1)]"
18243,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
18244,['houston'],"[(131, 1)]"
18246,"['thepizzapopo', 'nataliecuellar']","[(5286, 1), (5670, 1)]"
18247,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
18248,['bubba'],"[(5722, 1)]"
18250,"['trav', 'kids']","[(283, 1), (5723, 1)]"
18251,"['example', 'difference']","[(4230, 1), (5724, 1)]"
18254,"['biden', 'supporters']","[(576, 1), (3153, 1)]"
18256,"['silent', 'farts']","[(1341, 1), (5725, 1)]"
18257,"['tomorrow', 'morning', 'lord', 'reliance']","[(80, 1), (224, 1), (623, 1), (1605, 1)]"
18258,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18262,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18264,"['dead', 'protest', 'song', 'hitler', 'youtube']","[(432, 1), (491, 1), (934, 1), (1928, 1), (5726, 1)]"
18268,"['march', 'march', 'birthday', 'gift']","[(44, 1), (289, 2), (1957, 1)]"
18269,"['jackie', 'chan']","[(958, 1), (959, 1)]"
18272,"['naomiomy', 'hope', 'america']","[(223, 1), (1184, 1), (5727, 1)]"
18273,"['skeleton', 'irish', 'riverbank', 'lost', 'medieval', 'cemetery']","[(389, 1), (5728, 1), (5729, 1), (5730, 1), (5731, 1), (5732, 1)]"
18274,"['zavian', 'crosby', 'cougarnimitz', 'uncommitted']","[(5733, 1), (5734, 1), (5735, 1), (5736, 1)]"
18278,"['maylizzaap', 'wooppp', 'stcracappp', 'wizopppp', 'wooopp']","[(5737, 1), (5738, 1), (5739, 1), (5740, 1), (5741, 1)]"
18282,['oakley'],"[(5742, 1)]"
18283,['service'],"[(908, 1)]"
18284,"['macnienn', 'none']","[(1104, 1), (5743, 1)]"
18285,"['happy', 'birthday']","[(44, 1), (45, 1)]"
18286,['time'],"[(76, 1)]"
18287,"['jovant', 'garde', 'school', 'elitism']","[(165, 1), (1382, 1), (1383, 1), (1544, 1)]"
18288,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18289,"['cruz', 'bill', 'contracts']","[(88, 1), (339, 1), (1125, 1)]"
18290,"['sallymacfox', 'happy', 'friday', 'sally']","[(45, 1), (258, 1), (5744, 1), (5745, 1)]"
18291,['houston'],"[(131, 1)]"
18292,"['mozzy', 'sampled', 'night']","[(783, 1), (3737, 1), (5746, 1)]"
18293,"['johniadarola', 'dude']","[(1358, 1), (5747, 1)]"
18298,"['excellent', 'writer', 'libra', 'mercury']","[(882, 1), (2122, 1), (4856, 1), (5748, 1)]"
18300,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
18302,['trial'],"[(53, 1)]"
18304,"['srhs', 'thankfulthursday']","[(5749, 1), (5750, 1)]"
18305,"['theonlyj', 'hunt', 'verb', 'action', 'context', 'sentence', 'structure']","[(763, 1), (1584, 1), (3374, 1), (3806, 1), (4965, 1), (5751, 1), (5752, 1)]"
18306,"['starship', 'vehicle']","[(5753, 1), (5754, 1)]"
18308,"['royale', 'leveling', 'account', 'proofs']","[(464, 1), (5755, 1), (5756, 1), (5757, 1)]"
18309,"['peter', 'strzok', 'eminem', 'lose', 'yourself']","[(614, 1), (615, 1), (616, 1), (617, 1), (618, 1)]"
18311,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
18313,['jonnyco'],"[(228, 1)]"
18314,"['muscle', 'lumberjack']","[(3300, 1), (5692, 1)]"
18315,['glad'],"[(620, 1)]"
18317,"['blue', 'origin', 'fastest', 'sustainable', 'dynetics']","[(279, 1), (1205, 1), (5693, 1), (5694, 1), (5695, 1)]"
18318,"['time', 'continuing']","[(76, 1), (5696, 1)]"
18319,['rent'],"[(928, 1)]"
18320,"['toosie', 'slide']","[(1603, 1), (1604, 1)]"
18321,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
18322,"['dynetics', 'crazy', 'cool', 'plan', 'main']","[(500, 1), (632, 1), (710, 1), (2741, 1), (5693, 1)]"
18323,"['shiaashawty', 'yesss', 'body']","[(832, 1), (5135, 1), (5758, 1)]"
18324,"['coronavirus', 'pregnant', 'nurse', 'cardiac', 'arrest']","[(157, 1), (682, 1), (1074, 1), (2058, 1), (3100, 1)]"
18325,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18326,['fallback'],"[(5759, 1)]"
18327,"['linadeflorias', 'happy', 'friday', 'lina']","[(45, 1), (258, 1), (5760, 1), (5761, 1)]"
18328,"['eazy', 'zaytovenbeatz', 'gerald', 'moana', 'song', 'produced']","[(491, 1), (2303, 1), (5762, 1), (5763, 1), (5764, 1), (5765, 1)]"
18329,"['youtube', 'channel', 'marshalles', 'sisd', 'marlins']","[(432, 1), (2074, 1), (2075, 1), (2076, 1), (2077, 1)]"
18330,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18331,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
18332,"['wave', 'time']","[(76, 1), (77, 1)]"
18334,['homies'],"[(5766, 1)]"
18337,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18338,"['dobeey', 'htgawm']","[(536, 1), (5767, 1)]"
18339,['kimlipfiilers'],"[(2246, 1)]"
18340,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
18342,"['pellington', 'mrroyster']","[(4124, 1), (4125, 1)]"
18343,"['brooklyn', 'teacher', 'rana', 'mungin', 'dies', 'coronavirus']","[(682, 1), (917, 1), (5768, 1), (5769, 1), (5770, 1), (5771, 1)]"
18344,"['lord', 'love', 'psalmis']","[(302, 1), (623, 1), (5772, 1)]"
18345,"['gisselle', 'aceve', 'congrats']","[(1152, 1), (5773, 1), (5774, 1)]"
18346,['commie'],"[(4820, 1)]"
18349,"['luis', 'welcome']","[(210, 1), (211, 1)]"
18352,['houston'],"[(131, 1)]"
18354,['moral'],"[(5775, 1)]"
18355,['morning'],"[(224, 1)]"
18357,"['energy', 'mood']","[(585, 1), (1013, 1)]"
18358,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
18359,"['keeneniwayans', 'grown']","[(5776, 1), (5777, 1)]"
18360,['twitter'],"[(27, 1)]"
18361,"['girls', 'story']","[(28, 1), (29, 1)]"
18363,['fortunate'],"[(5778, 1)]"
18364,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18366,['smino'],"[(5779, 1)]"
18368,"['senatedems', 'blatant', 'bias', 'trump']","[(4, 1), (62, 1), (2953, 1), (5780, 1)]"
18369,"['reading', 'trump', 'dollars']","[(4, 1), (5781, 1), (5782, 1)]"
18370,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
18371,"['rtpburns', 'michigan']","[(187, 1), (5425, 1)]"
18372,['trial'],"[(53, 1)]"
18373,"['invest', 'fire', 'flower', 'home', 'delivery', 'toronto', 'cannabis', 'fflwf']","[(19, 1), (110, 1), (455, 1), (1156, 1), (4538, 1), (4539, 1), (4540, 1), (5783, 1)]"
18374,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18375,"['women', 'packages', 'delivered', 'daily']","[(589, 1), (1779, 1), (1780, 1), (1781, 1)]"
18376,"['nice', 'summary', 'uroweb', 'nicecomms', 'time']","[(76, 1), (1300, 1), (5784, 1), (5785, 1), (5786, 1)]"
18377,"['childhood', 'trauma']","[(866, 1), (867, 1)]"
18378,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
18379,"['beatsbyken', 'shattered']","[(5787, 1), (5788, 1)]"
18380,['mercurial'],"[(5789, 1)]"
18381,"['indiandolll', 'white', 'stove']","[(254, 1), (2217, 1), (2218, 1)]"
18382,['bubba'],"[(5722, 1)]"
18384,"['trav', 'kids']","[(283, 1), (5723, 1)]"
18385,"['example', 'difference']","[(4230, 1), (5724, 1)]"
18388,"['biden', 'supporters']","[(576, 1), (3153, 1)]"
18390,"['silent', 'farts']","[(1341, 1), (5725, 1)]"
18391,"['tomorrow', 'morning', 'lord', 'reliance']","[(80, 1), (224, 1), (623, 1), (1605, 1)]"
18392,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18396,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18398,"['dead', 'protest', 'song', 'hitler', 'youtube']","[(432, 1), (491, 1), (934, 1), (1928, 1), (5726, 1)]"
18402,"['march', 'march', 'birthday', 'gift']","[(44, 1), (289, 2), (1957, 1)]"
18403,"['jackie', 'chan']","[(958, 1), (959, 1)]"
18406,"['naomiomy', 'hope', 'america']","[(223, 1), (1184, 1), (5727, 1)]"
18408,"['uncensored', 'version']","[(1563, 1), (5790, 1)]"
18409,['morning'],"[(224, 1)]"
18410,"['sydneylbell', 'history', 'project', 'covid']","[(61, 1), (368, 1), (765, 1), (766, 1)]"
18411,['random'],"[(5791, 1)]"
18412,['tulsigabbard'],"[(5792, 1)]"
18413,"['baseball', 'senior', 'spotlight', 'jacob', 'kuligowski', 'favorite', 'little', 'league', 'memory', 'city', 'tournament']","[(97, 1), (493, 1), (1217, 1), (1278, 1), (1280, 1), (1820, 1), (3192, 1), (3530, 1), (4981, 1), (5793, 1), (5794, 1)]"
18414,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
18415,"['foxmike', 'happy', 'friday', 'mike']","[(45, 1), (142, 1), (258, 1), (2251, 1)]"
18416,['notsamiam'],"[(5795, 1)]"
18418,"['jackie', 'chan']","[(958, 1), (959, 1)]"
18421,['houston'],"[(131, 1)]"
18422,"['nursing', 'home']","[(19, 1), (5796, 1)]"
18424,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
18425,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18426,"['effing', 'capppppp']","[(5797, 1), (5798, 1)]"
18427,"['follower', 'count']","[(833, 1), (2112, 1)]"
18428,"['friday', 'matter']","[(258, 1), (673, 1)]"
18429,['bandcamp'],"[(1035, 1)]"
18432,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18435,"['guise', 'tarot', 'astro']","[(662, 1), (3169, 1), (3170, 1)]"
18436,['houston'],"[(131, 1)]"
18437,['thanks'],"[(1082, 1)]"
18438,['sunnyside'],"[(5799, 1)]"
18439,['upside'],"[(5800, 1)]"
18444,"['jorgevapp', 'poor', 'catholic']","[(1367, 1), (1368, 1), (1369, 1)]"
18447,"['strip', 'club', 'galleria']","[(611, 1), (613, 1), (4659, 1)]"
18449,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18450,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18451,['wouldn'],"[(3066, 1)]"
18454,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
18455,"['lord', 'aggie']","[(623, 1), (5683, 1)]"
18456,"['mike', 'zierlein', 'perfectly', 'reason']","[(142, 1), (1132, 1), (5801, 1), (5802, 1)]"
18457,"['republican', 'stooge']","[(1970, 1), (5803, 1)]"
18458,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
18459,"['jackie', 'chan']","[(958, 1), (959, 1)]"
18461,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
18462,"['shiaashawty', 'yesss', 'body']","[(832, 1), (5135, 1), (5758, 1)]"
18463,"['coronavirus', 'pregnant', 'nurse', 'cardiac', 'arrest']","[(157, 1), (682, 1), (1074, 1), (2058, 1), (3100, 1)]"
18464,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18465,['fallback'],"[(5759, 1)]"
18466,"['linadeflorias', 'happy', 'friday', 'lina']","[(45, 1), (258, 1), (5760, 1), (5761, 1)]"
18467,"['youtube', 'channel', 'marshalles', 'sisd', 'marlins']","[(432, 1), (2074, 1), (2075, 1), (2076, 1), (2077, 1)]"
18468,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18469,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
18470,"['wave', 'time']","[(76, 1), (77, 1)]"
18472,['homies'],"[(5766, 1)]"
18475,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18476,"['dobeey', 'htgawm']","[(536, 1), (5767, 1)]"
18477,['kimlipfiilers'],"[(2246, 1)]"
18478,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
18480,"['pellington', 'mrroyster']","[(4124, 1), (4125, 1)]"
18481,"['brooklyn', 'teacher', 'rana', 'mungin', 'dies', 'coronavirus']","[(682, 1), (917, 1), (5768, 1), (5769, 1), (5770, 1), (5771, 1)]"
18482,"['lord', 'love', 'psalmis']","[(302, 1), (623, 1), (5772, 1)]"
18483,"['gisselle', 'aceve', 'congrats']","[(1152, 1), (5773, 1), (5774, 1)]"
18484,['commie'],"[(4820, 1)]"
18487,"['luis', 'welcome']","[(210, 1), (211, 1)]"
18490,['houston'],"[(131, 1)]"
18492,['moral'],"[(5775, 1)]"
18493,['morning'],"[(224, 1)]"
18495,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
18496,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
18499,"['hope', 'north', 'shepherd', 'lord', 'bidding']","[(223, 1), (623, 1), (2190, 1), (5804, 1), (5805, 1)]"
18501,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
18502,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18503,['baby'],"[(196, 1)]"
18504,"['theindiaroyale', 'sims', 'wildin']","[(5806, 1), (5807, 1), (5808, 1)]"
18505,['htown'],"[(5809, 1)]"
18506,"['premier', 'hour']","[(974, 1), (5810, 1)]"
18507,"['death', 'island']","[(1689, 1), (5811, 1)]"
18508,"['polls', 'biden', 'trump', 'texas', 'texas']","[(4, 1), (121, 2), (331, 1), (576, 1)]"
18511,"['knee', 'fatigue', 'muscle', 'spasms', 'chec']","[(1815, 1), (3300, 1), (5812, 1), (5813, 1), (5814, 1)]"
18513,['friday'],"[(258, 1)]"
18514,"['seth', 'punch', 'roderick', 'roderick', 'superkick']","[(1329, 1), (5625, 2), (5815, 1), (5816, 1)]"
18517,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18518,"['nowplaying', 'jonathan', 'hodge', 'true', 'worship', 'tune']","[(86, 1), (316, 1), (1494, 1), (2810, 1), (5817, 1), (5818, 1)]"
18519,"['texas', 'females']","[(121, 1), (1199, 1)]"
18520,['flame'],"[(169, 1)]"
18522,['nasty'],"[(3950, 1)]"
18523,['twitter'],"[(27, 1)]"
18525,['acosta'],"[(5819, 1)]"
18526,['lord'],"[(623, 1)]"
18527,"['headline', 'newspaper', 'houston', 'chronicle', 'harris', 'death', 'toll', 'surpasses']","[(131, 1), (892, 1), (1689, 1), (3875, 1), (4492, 1), (4666, 1), (5820, 1), (5821, 1)]"
18530,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
18532,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
18533,"['rrraylainaaa', 'bearr', 'lmaooooo']","[(2575, 1), (5021, 1), (5193, 1)]"
18534,"['mjejags', 'happy', 'principal', 'kemp']","[(45, 1), (4658, 1), (5822, 1), (5823, 1)]"
18535,"['cross', 'picket', 'line']","[(3378, 1), (5824, 1), (5825, 1)]"
18536,"['happy', 'book']","[(45, 1), (3779, 1)]"
18538,"['cover', 'story', 'exxon', 'mobil', 'corporate', 'america']","[(29, 1), (1184, 1), (3922, 1), (4448, 1), (4449, 1), (4450, 1)]"
18540,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
18541,"['amber', 'alert', 'aurora', 'lopez', 'antonio', 'htownrush', 'khou']","[(182, 1), (746, 1), (2862, 1), (3316, 1), (4896, 1), (4897, 1), (4957, 1)]"
18542,"['plant', 'little', 'flower', 'tiny', 'kitten']","[(110, 1), (1217, 1), (2287, 1), (4345, 1), (5826, 1)]"
18544,['dogtown'],"[(5827, 1)]"
18545,"['ashleychuizar', 'praise', 'lucifer']","[(1385, 1), (5828, 1), (5829, 1)]"
18546,"['speaketh', 'truth', 'sheweth', 'false', 'witness', 'deceit']","[(222, 1), (3973, 1), (3974, 1), (3975, 1), (3976, 1), (3977, 1)]"
18550,"['uncensored', 'version']","[(1563, 1), (5790, 1)]"
18551,"['sydneylbell', 'history', 'project', 'covid']","[(61, 1), (368, 1), (765, 1), (766, 1)]"
18552,['random'],"[(5791, 1)]"
18553,['tulsigabbard'],"[(5792, 1)]"
18554,"['baseball', 'senior', 'spotlight', 'jacob', 'kuligowski', 'favorite', 'little', 'league', 'memory', 'city', 'tournament']","[(97, 1), (493, 1), (1217, 1), (1278, 1), (1280, 1), (1820, 1), (3192, 1), (3530, 1), (4981, 1), (5793, 1), (5794, 1)]"
18555,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
18556,"['foxmike', 'happy', 'friday', 'mike']","[(45, 1), (142, 1), (258, 1), (2251, 1)]"
18557,['notsamiam'],"[(5795, 1)]"
18559,"['jackie', 'chan']","[(958, 1), (959, 1)]"
18562,['houston'],"[(131, 1)]"
